PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Fare per person,Relatives,Deck
791,0,3,0,26.0,0,0,7.75,0,1,0,7.75,0,3
792,0,2,0,16.0,0,0,26.0,0,0,1,26.0,0,2
793,0,3,1,18.0,8,2,69.55,0,0,1,6.322727272727272,10,3
794,0,1,0,40.0,0,0,30.6958,1,0,0,30.6958,0,0
795,0,3,0,25.0,0,0,7.8958,0,0,1,7.8958,0,3
796,0,2,0,39.0,0,0,13.0,0,0,1,13.0,0,2
797,1,1,1,49.0,0,0,25.9292,0,0,1,25.9292,0,2
798,1,3,1,31.0,0,0,8.6833,0,0,1,8.6833,0,2
799,0,3,0,30.0,0,0,7.2292,1,0,0,7.2292,0,3
800,0,3,1,30.0,1,1,24.15,0,0,1,8.049999999999999,2,3
801,0,2,0,34.0,0,0,13.0,0,0,1,13.0,0,2
802,1,2,1,31.0,1,1,26.25,0,0,1,8.75,2,3
803,1,1,0,11.0,1,2,120.0,0,0,1,30.0,3,1
804,1,3,0,0.42,0,1,8.5167,1,0,0,4.25835,1,4
805,1,3,0,27.0,0,0,6.975,0,0,1,6.975,0,3
806,0,3,0,31.0,0,0,7.775,0,0,1,7.775,0,3
807,0,1,0,39.0,0,0,0.0,0,0,1,0.0,0,0
808,0,3,1,18.0,0,0,7.775,0,0,1,7.775,0,3
809,0,2,0,39.0,0,0,13.0,0,0,1,13.0,0,2
810,1,1,1,33.0,1,0,53.1,0,0,1,26.55,1,2
811,0,3,0,26.0,0,0,7.8875,0,0,1,7.8875,0,3
812,0,3,0,39.0,0,0,24.15,0,0,1,24.15,0,3
813,0,2,0,35.0,0,0,10.5,0,0,1,10.5,0,2
814,0,3,1,6.0,4,2,31.275,0,0,1,4.4678571428571425,6,4
815,0,3,0,30.5,0,0,8.05,0,0,1,8.05,0,2
816,0,1,0,40.0,0,0,0.0,0,0,1,0.0,0,1
817,0,3,1,23.0,0,0,7.925,0,0,1,7.925,0,2
818,0,2,0,31.0,1,1,37.0042,1,0,0,12.334733333333332,2,2
819,0,3,0,43.0,0,0,6.45,0,0,1,6.45,0,3
820,0,3,0,10.0,3,2,27.9,0,0,1,4.6499999999999995,5,4
821,1,1,1,52.0,1,1,93.5,0,0,1,31.166666666666668,2,1
822,1,3,0,27.0,0,0,8.6625,0,0,1,8.6625,0,2
823,0,1,0,38.0,0,0,0.0,0,0,1,0.0,0,1
824,1,3,1,27.0,0,1,12.475,0,0,1,6.2375,1,2
825,0,3,0,2.0,4,1,39.6875,0,0,1,6.614583333333333,5,3
826,0,3,0,26.0,0,0,6.95,0,1,0,6.95,0,3
827,0,3,0,26.0,0,0,56.4958,0,0,1,56.4958,0,3
828,1,2,0,1.0,0,2,37.0042,1,0,0,12.334733333333332,2,2
829,1,3,0,26.0,0,0,7.75,0,1,0,7.75,0,3
830,1,1,1,62.0,0,0,80.0,0,0,1,80.0,0,1
831,1,3,1,15.0,1,0,14.4542,1,0,0,7.2271,1,2
832,1,2,0,0.83,1,1,18.75,0,0,1,6.25,2,3
833,0,3,0,26.0,0,0,7.2292,1,0,0,7.2292,0,3
834,0,3,0,23.0,0,0,7.8542,0,0,1,7.8542,0,3
835,0,3,0,18.0,0,0,8.3,0,0,1,8.3,0,2
836,1,1,1,39.0,1,1,83.1583,1,0,0,27.71943333333333,2,2
837,0,3,0,21.0,0,0,8.6625,0,0,1,8.6625,0,2
838,0,3,0,26.0,0,0,8.05,0,0,1,8.05,0,2
839,1,3,0,32.0,0,0,56.4958,0,0,1,56.4958,0,3
840,1,1,0,40.0,0,0,29.7,1,0,0,29.7,0,1
841,0,3,0,20.0,0,0,7.925,0,0,1,7.925,0,2
842,0,2,0,16.0,0,0,10.5,0,0,1,10.5,0,2
843,1,1,1,30.0,0,0,31.0,1,0,0,31.0,0,1
844,0,3,0,34.5,0,0,6.4375,1,0,0,6.4375,0,3
845,0,3,0,17.0,0,0,8.6625,0,0,1,8.6625,0,2
846,0,3,0,42.0,0,0,7.55,0,0,1,7.55,0,3
847,0,3,0,26.0,8,2,69.55,0,0,1,6.322727272727272,10,3
848,0,3,0,35.0,0,0,7.8958,1,0,0,7.8958,0,3
849,0,2,0,28.0,0,1,33.0,0,0,1,16.5,1,2
850,1,1,1,41.5,1,0,89.1042,1,0,0,44.5521,1,1
851,0,3,0,4.0,4,2,31.275,0,0,1,4.4678571428571425,6,4
852,0,3,0,74.0,0,0,7.775,0,0,1,7.775,0,3
853,0,3,1,9.0,1,1,15.2458,1,0,0,5.081933333333333,2,4
854,1,1,1,16.0,0,1,39.4,0,0,1,19.7,1,2
855,0,2,1,44.0,1,0,26.0,0,0,1,13.0,1,2
856,1,3,1,18.0,0,1,9.35,0,0,1,4.675,1,4
857,1,1,1,45.0,1,1,164.8667,0,0,1,54.95556666666667,2,1
858,1,1,0,51.0,0,0,26.55,0,0,1,26.55,0,2
859,1,3,1,24.0,0,3,19.2583,1,0,0,4.814575,3,4
860,0,3,0,26.0,0,0,7.2292,1,0,0,7.2292,0,3
861,0,3,0,41.0,2,0,14.1083,0,0,1,4.702766666666666,2,4
862,0,2,0,21.0,1,0,11.5,0,0,1,5.75,1,3
863,1,1,1,48.0,0,0,25.9292,0,0,1,25.9292,0,2
864,0,3,1,18.0,8,2,69.55,0,0,1,6.322727272727272,10,3
865,0,2,0,24.0,0,0,13.0,0,0,1,13.0,0,2
866,1,2,1,42.0,0,0,13.0,0,0,1,13.0,0,2
867,1,2,1,27.0,1,0,13.8583,1,0,0,6.92915,1,3
868,0,1,0,31.0,0,0,50.4958,0,0,1,50.4958,0,0
869,0,3,0,26.0,0,0,9.5,0,0,1,9.5,0,2
870,1,3,0,4.0,1,1,11.1333,0,0,1,3.7111,2,4
871,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
872,1,1,1,47.0,1,1,52.5542,0,0,1,17.518066666666666,2,2
873,0,1,0,33.0,0,0,5.0,0,0,1,5.0,0,1
874,0,3,0,47.0,0,0,9.0,0,0,1,9.0,0,2
875,1,2,1,28.0,1,0,24.0,1,0,0,12.0,1,2
876,1,3,1,15.0,0,0,7.225,1,0,0,7.225,0,3
877,0,3,0,20.0,0,0,9.8458,0,0,1,9.8458,0,2
878,0,3,0,19.0,0,0,7.8958,0,0,1,7.8958,0,3
879,0,3,0,26.0,0,0,7.8958,0,0,1,7.8958,0,3
880,1,1,1,56.0,0,1,83.1583,1,0,0,41.57915,1,1
881,1,2,1,25.0,0,1,26.0,0,0,1,13.0,1,2
882,0,3,0,33.0,0,0,7.8958,0,0,1,7.8958,0,3
883,0,3,1,22.0,0,0,10.5167,0,0,1,10.5167,0,2
884,0,2,0,28.0,0,0,10.5,0,0,1,10.5,0,2
885,0,3,0,25.0,0,0,7.05,0,0,1,7.05,0,3
886,0,3,1,39.0,0,5,29.125,0,1,0,4.854166666666667,5,4
887,0,2,0,27.0,0,0,13.0,0,0,1,13.0,0,2
888,1,1,1,19.0,0,0,30.0,0,0,1,30.0,0,1
889,0,3,1,18.0,1,2,23.45,0,0,1,5.8625,3,4
890,1,1,0,26.0,0,0,30.0,1,0,0,30.0,0,1
891,0,3,0,32.0,0,0,7.75,0,1,0,7.75,0,3
